State,State Code,County,County Code,Age of Mother,Age of Mother Code,Deaths,Births,Death Rate
Alabama,1,"Jefferson County, AL",1073,20-24 years,20-24,24,1886,12.73
Alabama,1,"Jefferson County, AL",1073,25-29 years,25-29,26,2650,9.81
Alabama,1,"Jefferson County, AL",1073,30-34 years,30-34,25,2384,10.49
Alabama,1,"Madison County, AL",1089,25-29 years,25-29,10,1360,7.35 (Unreliable)
Alabama,1,"Mobile County, AL",1097,20-24 years,20-24,17,1586,10.72 (Unreliable)
Alabama,1,"Mobile County, AL",1097,25-29 years,25-29,12,1751,6.85 (Unreliable)
Alabama,1,"Mobile County, AL",1097,30-34 years,30-34,14,1172,11.95 (Unreliable)
Alabama,1,"Unidentified Counties, AL",1999,15-19 years,15-19,34,3325,10.23
Alabama,1,"Unidentified Counties, AL",1999,20-24 years,20-24,117,11707,9.99
Alabama,1,"Unidentified Counties, AL",1999,25-29 years,25-29,97,12888,7.53
Alabama,1,"Unidentified Counties, AL",1999,30-34 years,30-34,81,8720,9.29
Alabama,1,"Unidentified Counties, AL",1999,35-39 years,35-39,25,3477,7.19
Arizona,4,"Maricopa County, AZ",4013,15-19 years,15-19,24,3137,7.65
Arizona,4,"Maricopa County, AZ",4013,20-24 years,20-24,74,11983,6.18
Arizona,4,"Maricopa County, AZ",4013,25-29 years,25-29,80,16024,4.99
Arizona,4,"Maricopa County, AZ",4013,30-34 years,30-34,67,14386,4.66
Arizona,4,"Maricopa County, AZ",4013,35-39 years,35-39,39,6970,5.60
Arizona,4,"Maricopa County, AZ",4013,40-44 years,40-44,10,1493,6.70 (Unreliable)
Arizona,4,"Pima County, AZ",4019,20-24 years,20-24,13,2674,4.86 (Unreliable)
Arizona,4,"Pima County, AZ",4019,25-29 years,25-29,17,3486,4.88 (Unreliable)
Arizona,4,"Pima County, AZ",4019,30-34 years,30-34,10,2893,3.46 (Unreliable)
Arizona,4,"Unidentified Counties, AZ",4999,20-24 years,20-24,19,4061,4.68 (Unreliable)
Arizona,4,"Unidentified Counties, AZ",4999,25-29 years,25-29,28,4447,6.30
Arizona,4,"Unidentified Counties, AZ",4999,30-34 years,30-34,11,3050,3.61 (Unreliable)
Arizona,4,"Unidentified Counties, AZ",4999,35-39 years,35-39,14,1398,10.01 (Unreliable)
Arkansas,5,"Pulaski County, AR",5119,20-24 years,20-24,13,1377,9.44 (Unreliable)
Arkansas,5,"Pulaski County, AR",5119,25-29 years,25-29,18,1579,11.40 (Unreliable)
Arkansas,5,"Unidentified Counties, AR",5999,15-19 years,15-19,33,2996,11.01
Arkansas,5,"Unidentified Counties, AR",5999,20-24 years,20-24,85,9772,8.70
Arkansas,5,"Unidentified Counties, AR",5999,25-29 years,25-29,78,10303,7.57
Arkansas,5,"Unidentified Counties, AR",5999,30-34 years,30-34,53,6675,7.94
Arkansas,5,"Unidentified Counties, AR",5999,35-39 years,35-39,21,2646,7.94
California,6,"Alameda County, CA",6001,25-29 years,25-29,24,4421,5.43
California,6,"Alameda County, CA",6001,30-34 years,30-34,19,7151,2.66 (Unreliable)
California,6,"Alameda County, CA",6001,35-39 years,35-39,13,4402,2.95 (Unreliable)
California,6,"Contra Costa County, CA",6013,30-34 years,30-34,12,4205,2.85 (Unreliable)
California,6,"Fresno County, CA",6019,20-24 years,20-24,12,3490,3.44 (Unreliable)
California,6,"Fresno County, CA",6019,25-29 years,25-29,28,4593,6.10
California,6,"Fresno County, CA",6019,30-34 years,30-34,12,3743,3.21 (Unreliable)
California,6,"Fresno County, CA",6019,35-39 years,35-39,10,1786,5.60 (Unreliable)
California,6,"Kern County, CA",6029,20-24 years,20-24,24,3523,6.81
California,6,"Kern County, CA",6029,25-29 years,25-29,18,4135,4.35 (Unreliable)
California,6,"Kern County, CA",6029,30-34 years,30-34,12,3192,3.76 (Unreliable)
California,6,"Los Angeles County, CA",6037,15-19 years,15-19,27,5303,5.09
California,6,"Los Angeles County, CA",6037,20-24 years,20-24,100,20235,4.94
California,6,"Los Angeles County, CA",6037,25-29 years,25-29,122,31434,3.88
California,6,"Los Angeles County, CA",6037,30-34 years,30-34,132,36526,3.61
California,6,"Los Angeles County, CA",6037,35-39 years,35-39,105,23107,4.54
California,6,"Los Angeles County, CA",6037,40-44 years,40-44,31,5892,5.26
California,6,"Orange County, CA",6059,20-24 years,20-24,13,4679,2.78 (Unreliable)
California,6,"Orange County, CA",6059,25-29 years,25-29,27,9341,2.89
California,6,"Orange County, CA",6059,30-34 years,30-34,37,12882,2.87
California,6,"Orange County, CA",6059,35-39 years,35-39,27,7920,3.41
California,6,"Riverside County, CA",6065,20-24 years,20-24,29,6589,4.40
California,6,"Riverside County, CA",6065,25-29 years,25-29,39,9100,4.29
California,6,"Riverside County, CA",6065,30-34 years,30-34,38,8284,4.59
California,6,"Riverside County, CA",6065,35-39 years,35-39,26,4061,6.40
California,6,"Sacramento County, CA",6067,20-24 years,20-24,21,3585,5.86
California,6,"Sacramento County, CA",6067,25-29 years,25-29,16,5721,2.80 (Unreliable)
California,6,"Sacramento County, CA",6067,30-34 years,30-34,28,5875,4.77
California,6,"Sacramento County, CA",6067,35-39 years,35-39,17,2968,5.73 (Unreliable)
California,6,"San Bernardino County, CA",6071,15-19 years,15-19,16,1796,8.91 (Unreliable)
California,6,"San Bernardino County, CA",6071,20-24 years,20-24,43,7135,6.03
California,6,"San Bernardino County, CA",6071,25-29 years,25-29,57,9409,6.06
California,6,"San Bernardino County, CA",6071,30-34 years,30-34,46,7837,5.87
California,6,"San Bernardino County, CA",6071,35-39 years,35-39,28,3906,7.17
California,6,"San Diego County, CA",6073,20-24 years,20-24,33,7288,4.53
California,6,"San Diego County, CA",6073,25-29 years,25-29,40,11262,3.55
California,6,"San Diego County, CA",6073,30-34 years,30-34,49,13306,3.68
California,6,"San Diego County, CA",6073,35-39 years,35-39,35,7530,4.65
California,6,"San Joaquin County, CA",6077,25-29 years,25-29,17,3157,5.38 (Unreliable)
California,6,"Santa Clara County, CA",6085,25-29 years,25-29,18,5155,3.49 (Unreliable)
California,6,"Santa Clara County, CA",6085,30-34 years,30-34,29,8900,3.26
California,6,"Santa Clara County, CA",6085,35-39 years,35-39,20,5113,3.91
California,6,"Solano County, CA",6095,25-29 years,25-29,14,1542,9.08 (Unreliable)
California,6,"Stanislaus County, CA",6099,20-24 years,20-24,11,1756,6.26 (Unreliable)
California,6,"Stanislaus County, CA",6099,25-29 years,25-29,14,2437,5.74 (Unreliable)
California,6,"Tulare County, CA",6107,20-24 years,20-24,14,1838,7.62 (Unreliable)
California,6,"Tulare County, CA",6107,30-34 years,30-34,11,1663,6.61 (Unreliable)
California,6,"Unidentified Counties, CA",6999,20-24 years,20-24,42,6432,6.53
California,6,"Unidentified Counties, CA",6999,25-29 years,25-29,35,9060,3.86
California,6,"Unidentified Counties, CA",6999,30-34 years,30-34,26,7726,3.37
California,6,"Unidentified Counties, CA",6999,35-39 years,35-39,22,3854,5.71
Colorado,8,"Adams County, CO",8001,25-29 years,25-29,11,2000,5.50 (Unreliable)
Colorado,8,"Arapahoe County, CO",8005,20-24 years,20-24,10,1265,7.91 (Unreliable)
Colorado,8,"Arapahoe County, CO",8005,25-29 years,25-29,13,2229,5.83 (Unreliable)
Colorado,8,"Denver County, CO",8031,20-24 years,20-24,10,1544,6.48 (Unreliable)
Colorado,8,"Denver County, CO",8031,25-29 years,25-29,11,2402,4.58 (Unreliable)
Colorado,8,"Denver County, CO",8031,35-39 years,35-39,14,1869,7.49 (Unreliable)
Colorado,8,"El Paso County, CO",8041,20-24 years,20-24,15,2226,6.74 (Unreliable)
Colorado,8,"El Paso County, CO",8041,25-29 years,25-29,11,2985,3.69 (Unreliable)
Colorado,8,"El Paso County, CO",8041,30-34 years,30-34,13,2488,5.23 (Unreliable)
Colorado,8,"Unidentified Counties, CO",8999,20-24 years,20-24,14,2812,4.98 (Unreliable)
Colorado,8,"Unidentified Counties, CO",8999,25-29 years,25-29,14,3707,3.78 (Unreliable)
Colorado,8,"Unidentified Counties, CO",8999,30-34 years,30-34,16,3288,4.87 (Unreliable)
Connecticut,9,"Fairfield County, CT",9001,30-34 years,30-34,11,3742,2.94 (Unreliable)
Connecticut,9,"Fairfield County, CT",9001,35-39 years,35-39,10,2306,4.34 (Unreliable)
Connecticut,9,"Hartford County, CT",9003,25-29 years,25-29,15,2593,5.78 (Unreliable)
Connecticut,9,"Hartford County, CT",9003,30-34 years,30-34,19,3186,5.96 (Unreliable)
Connecticut,9,"Hartford County, CT",9003,35-39 years,35-39,12,1574,7.62 (Unreliable)
Connecticut,9,"New Haven County, CT",9009,20-24 years,20-24,12,1377,8.71 (Unreliable)
Connecticut,9,"New Haven County, CT",9009,30-34 years,30-34,11,2897,3.80 (Unreliable)
Connecticut,9,"Unidentified Counties, CT",9999,25-29 years,25-29,11,1373,8.01 (Unreliable)
Delaware,10,"New Castle County, DE",10003,20-24 years,20-24,20,1059,18.89
Delaware,10,"New Castle County, DE",10003,25-29 years,25-29,19,1869,10.17 (Unreliable)
Delaware,10,"New Castle County, DE",10003,30-34 years,30-34,12,2067,5.81 (Unreliable)
Delaware,10,"New Castle County, DE",10003,35-39 years,35-39,10,1002,9.98 (Unreliable)
District of Columbia,11,"District of Columbia, DC",11001,20-24 years,20-24,21,1592,13.19
District of Columbia,11,"District of Columbia, DC",11001,25-29 years,25-29,13,2086,6.23 (Unreliable)
District of Columbia,11,"District of Columbia, DC",11001,30-34 years,30-34,15,3087,4.86 (Unreliable)
District of Columbia,11,"District of Columbia, DC",11001,35-39 years,35-39,15,2115,7.09 (Unreliable)
Florida,12,"Broward County, FL",12011,20-24 years,20-24,17,3489,4.87 (Unreliable)
Florida,12,"Broward County, FL",12011,25-29 years,25-29,37,6194,5.97
Florida,12,"Broward County, FL",12011,30-34 years,30-34,35,6987,5.01
Florida,12,"Broward County, FL",12011,35-39 years,35-39,23,4007,5.74
Florida,12,"Duval County, FL",12031,15-19 years,15-19,10,739,13.53 (Unreliable)
Florida,12,"Duval County, FL",12031,20-24 years,20-24,31,3036,10.21
Florida,12,"Duval County, FL",12031,25-29 years,25-29,32,4151,7.71
Florida,12,"Duval County, FL",12031,30-34 years,30-34,20,3527,5.67
Florida,12,"Duval County, FL",12031,35-39 years,35-39,12,1528,7.85 (Unreliable)
Florida,12,"Escambia County, FL",12033,25-29 years,25-29,10,1267,7.89 (Unreliable)
Florida,12,"Escambia County, FL",12033,30-34 years,30-34,11,913,12.05 (Unreliable)
Florida,12,"Hillsborough County, FL",12057,20-24 years,20-24,36,3620,9.94
Florida,12,"Hillsborough County, FL",12057,25-29 years,25-29,40,5093,7.85
Florida,12,"Hillsborough County, FL",12057,30-34 years,30-34,23,4908,4.69
Florida,12,"Hillsborough County, FL",12057,35-39 years,35-39,12,2358,5.09 (Unreliable)
Florida,12,"Lee County, FL",12071,20-24 years,20-24,11,1509,7.29 (Unreliable)
Florida,12,"Lee County, FL",12071,25-29 years,25-29,13,2003,6.49 (Unreliable)
Florida,12,"Lee County, FL",12071,30-34 years,30-34,15,1769,8.48 (Unreliable)
Florida,12,"Marion County, FL",12083,20-24 years,20-24,15,970,15.46 (Unreliable)
Florida,12,"Marion County, FL",12083,25-29 years,25-29,12,1120,10.71 (Unreliable)
Florida,12,"Miami-Dade County, FL",12086,20-24 years,20-24,38,5267,7.21
Florida,12,"Miami-Dade County, FL",12086,25-29 years,25-29,44,9219,4.77
Florida,12,"Miami-Dade County, FL",12086,30-34 years,30-34,42,9983,4.21
Florida,12,"Miami-Dade County, FL",12086,35-39 years,35-39,27,5476,4.93
Florida,12,"Miami-Dade County, FL",12086,40-44 years,40-44,10,1464,6.83 (Unreliable)
Florida,12,"Orange County, FL",12095,20-24 years,20-24,20,3171,6.31
Florida,12,"Orange County, FL",12095,25-29 years,25-29,37,4793,7.72
Florida,12,"Orange County, FL",12095,30-34 years,30-34,36,4774,7.54
Florida,12,"Orange County, FL",12095,35-39 years,35-39,17,2540,6.69 (Unreliable)
Florida,12,"Palm Beach County, FL",12099,20-24 years,20-24,23,2462,9.34
Florida,12,"Palm Beach County, FL",12099,25-29 years,25-29,17,4151,4.10 (Unreliable)
Florida,12,"Palm Beach County, FL",12099,30-34 years,30-34,10,4506,2.22 (Unreliable)
Florida,12,"Pasco County, FL",12101,30-34 years,30-34,12,1429,8.40 (Unreliable)
Florida,12,"Pinellas County, FL",12103,20-24 years,20-24,13,1698,7.66 (Unreliable)
Florida,12,"Pinellas County, FL",12103,25-29 years,25-29,15,2398,6.26 (Unreliable)
Florida,12,"Pinellas County, FL",12103,30-34 years,30-34,12,2443,4.91 (Unreliable)
Florida,12,"Polk County, FL",12105,20-24 years,20-24,14,2089,6.70 (Unreliable)
Florida,12,"Polk County, FL",12105,25-29 years,25-29,13,2459,5.29 (Unreliable)
Florida,12,"Polk County, FL",12105,30-34 years,30-34,12,1758,6.83 (Unreliable)
Florida,12,"Volusia County, FL",12127,20-24 years,20-24,11,1197,9.19 (Unreliable)
Florida,12,"Volusia County, FL",12127,25-29 years,25-29,10,1643,6.09 (Unreliable)
Florida,12,"Unidentified Counties, FL",12999,15-19 years,15-19,29,2213,13.10
Florida,12,"Unidentified Counties, FL",12999,20-24 years,20-24,59,8278,7.13
Florida,12,"Unidentified Counties, FL",12999,25-29 years,25-29,51,10365,4.92
Florida,12,"Unidentified Counties, FL",12999,30-34 years,30-34,32,8261,3.87
Florida,12,"Unidentified Counties, FL",12999,35-39 years,35-39,25,3707,6.74
Georgia,13,"Chatham County, GA",13051,20-24 years,20-24,11,917,12.00 (Unreliable)
Georgia,13,"Clayton County, GA",13063,20-24 years,20-24,14,1015,13.79 (Unreliable)
Georgia,13,"Clayton County, GA",13063,25-29 years,25-29,10,1165,8.58 (Unreliable)
Georgia,13,"Clayton County, GA",13063,30-34 years,30-34,12,836,14.35 (Unreliable)
Georgia,13,"Cobb County, GA",13067,25-29 years,25-29,13,2596,5.01 (Unreliable)
Georgia,13,"Cobb County, GA",13067,30-34 years,30-34,25,3130,7.99
Georgia,13,"Cobb County, GA",13067,35-39 years,35-39,10,1684,5.94 (Unreliable)
Georgia,13,"DeKalb County, GA",13089,15-19 years,15-19,10,554,18.05 (Unreliable)
Georgia,13,"DeKalb County, GA",13089,20-24 years,20-24,20,1941,10.30
Georgia,13,"DeKalb County, GA",13089,30-34 years,30-34,16,3329,4.81 (Unreliable)
Georgia,13,"DeKalb County, GA",13089,35-39 years,35-39,13,1839,7.07 (Unreliable)
Georgia,13,"Fulton County, GA",13121,20-24 years,20-24,31,2289,13.54
Georgia,13,"Fulton County, GA",13121,25-29 years,25-29,16,3337,4.79 (Unreliable)
Georgia,13,"Fulton County, GA",13121,30-34 years,30-34,15,4120,3.64 (Unreliable)
Georgia,13,"Fulton County, GA",13121,35-39 years,35-39,10,2241,4.46 (Unreliable)
Georgia,13,"Gwinnett County, GA",13135,20-24 years,20-24,13,1929,6.74 (Unreliable)
Georgia,13,"Gwinnett County, GA",13135,25-29 years,25-29,20,3050,6.56
