County,Education,Death Rate
"Unidentified Counties, MI","Bachelor's degree (BA, AB, BS)",3.73
"Unidentified Counties, MI","Master's degree (MA, MS)",3.67
"Unidentified Counties, MI","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",4.12
"Unidentified Counties, MI",Unknown/Not on certificate,23.83
"Unidentified Counties, MI",Excluded,6.94
"Anoka County, MN",High school graduate or GED completed,7.11
"Anoka County, MN","Some college credit, but not a degree",4.52
"Anoka County, MN",Excluded,4.83
"Dakota County, MN",9th through 12th grade with no diploma,9.49
"Dakota County, MN",High school graduate or GED completed,6.11
"Dakota County, MN","Some college credit, but not a degree",5.3
"Dakota County, MN","Bachelor's degree (BA, AB, BS)",2.74
"Dakota County, MN",Excluded,3.7
"Hennepin County, MN",8th grade or less,6.67
"Hennepin County, MN",9th through 12th grade with no diploma,9.03
"Hennepin County, MN",High school graduate or GED completed,9.12
"Hennepin County, MN","Some college credit, but not a degree",7.32
"Hennepin County, MN","Associate degree (AA, AS)",5.1
"Hennepin County, MN","Bachelor's degree (BA, AB, BS)",2.68
"Hennepin County, MN","Master's degree (MA, MS)",2.36
"Hennepin County, MN",Unknown/Not on certificate,18.74
"Hennepin County, MN",Excluded,5.29
"Ramsey County, MN",8th grade or less,7.15
"Ramsey County, MN",9th through 12th grade with no diploma,9.39
"Ramsey County, MN",High school graduate or GED completed,8.42
"Ramsey County, MN","Some college credit, but not a degree",7
"Ramsey County, MN","Associate degree (AA, AS)",6.72
"Ramsey County, MN","Bachelor's degree (BA, AB, BS)",4.39
"Ramsey County, MN","Master's degree (MA, MS)",3.42
"Ramsey County, MN",Excluded,6.26
"Unidentified Counties, MN",8th grade or less,7.87
"Unidentified Counties, MN",9th through 12th grade with no diploma,6.75
"Unidentified Counties, MN",High school graduate or GED completed,6.63
"Unidentified Counties, MN","Some college credit, but not a degree",5.63
"Unidentified Counties, MN","Associate degree (AA, AS)",4.8
"Unidentified Counties, MN","Bachelor's degree (BA, AB, BS)",2.66
"Unidentified Counties, MN","Master's degree (MA, MS)",3.26
"Unidentified Counties, MN","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5.17
"Unidentified Counties, MN",Unknown/Not on certificate,22.31
"Unidentified Counties, MN",Excluded,4.96
"Hinds County, MS",Excluded,10.94
"Unidentified Counties, MS",8th grade or less,12.91
"Unidentified Counties, MS",9th through 12th grade with no diploma,10.73
"Unidentified Counties, MS",High school graduate or GED completed,10.47
"Unidentified Counties, MS","Some college credit, but not a degree",8.93
"Unidentified Counties, MS","Associate degree (AA, AS)",6.21
"Unidentified Counties, MS","Bachelor's degree (BA, AB, BS)",5.42
"Unidentified Counties, MS","Master's degree (MA, MS)",5.87
"Unidentified Counties, MS",Unknown/Not on certificate,96.77
"Unidentified Counties, MS",Excluded,9.53
"Greene County, MO",High school graduate or GED completed,8.66
"Greene County, MO","Some college credit, but not a degree",6.95
"Jackson County, MO",9th through 12th grade with no diploma,8.18
"Jackson County, MO",High school graduate or GED completed,8.03
"Jackson County, MO","Some college credit, but not a degree",6.06
"Jackson County, MO","Associate degree (AA, AS)",4.06
"Jackson County, MO","Bachelor's degree (BA, AB, BS)",3.78
"Jackson County, MO","Master's degree (MA, MS)",2.88
"Jackson County, MO",Excluded,7.89
"St. Charles County, MO",9th through 12th grade with no diploma,8.88
"St. Charles County, MO",High school graduate or GED completed,7.27
"St. Charles County, MO","Some college credit, but not a degree",4.16
"St. Charles County, MO","Associate degree (AA, AS)",4.44
"St. Charles County, MO","Bachelor's degree (BA, AB, BS)",2.85
"St. Charles County, MO","Master's degree (MA, MS)",3.59
"St. Charles County, MO",Excluded,5.89
"St. Louis County, MO",9th through 12th grade with no diploma,10.72
"St. Louis County, MO",High school graduate or GED completed,9.55
"St. Louis County, MO","Some college credit, but not a degree",8.89
"St. Louis County, MO","Associate degree (AA, AS)",6.71
"St. Louis County, MO","Bachelor's degree (BA, AB, BS)",3.17
"St. Louis County, MO","Master's degree (MA, MS)",3.81
"St. Louis County, MO","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.84
"St. Louis County, MO",Unknown/Not on certificate,43.65
"St. Louis County, MO",Excluded,7.56
"St. Louis city, MO",9th through 12th grade with no diploma,11.22
"St. Louis city, MO",High school graduate or GED completed,10.68
"St. Louis city, MO","Some college credit, but not a degree",11.94
"St. Louis city, MO","Associate degree (AA, AS)",8.41
"St. Louis city, MO","Bachelor's degree (BA, AB, BS)",3.86
"St. Louis city, MO","Master's degree (MA, MS)",4.66
"St. Louis city, MO",Excluded,10.6
"Unidentified Counties, MO",8th grade or less,7.97
"Unidentified Counties, MO",9th through 12th grade with no diploma,10.04
"Unidentified Counties, MO",High school graduate or GED completed,8.15
"Unidentified Counties, MO","Some college credit, but not a degree",5.58
"Unidentified Counties, MO","Associate degree (AA, AS)",5.05
"Unidentified Counties, MO","Bachelor's degree (BA, AB, BS)",3.33
"Unidentified Counties, MO","Master's degree (MA, MS)",3.58
"Unidentified Counties, MO","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.71
"Unidentified Counties, MO",Unknown/Not on certificate,21.97
"Unidentified Counties, MO",Excluded,6.47
"Unidentified Counties, MT",8th grade or less,7.6
"Unidentified Counties, MT",9th through 12th grade with no diploma,9.9
"Unidentified Counties, MT",High school graduate or GED completed,6.38
"Unidentified Counties, MT","Some college credit, but not a degree",6
"Unidentified Counties, MT","Associate degree (AA, AS)",4.53
"Unidentified Counties, MT","Bachelor's degree (BA, AB, BS)",4.12
"Unidentified Counties, MT","Master's degree (MA, MS)",2.41
"Unidentified Counties, MT",Unknown/Not on certificate,22.03
"Unidentified Counties, MT",Excluded,6.71
"Douglas County, NE",8th grade or less,6.44
"Douglas County, NE",9th through 12th grade with no diploma,8.53
"Douglas County, NE",High school graduate or GED completed,7.49
"Douglas County, NE","Some college credit, but not a degree",6.25
"Douglas County, NE","Associate degree (AA, AS)",4.84
"Douglas County, NE","Bachelor's degree (BA, AB, BS)",4.18
"Douglas County, NE","Master's degree (MA, MS)",4.09
"Lancaster County, NE",9th through 12th grade with no diploma,6.62
"Lancaster County, NE",High school graduate or GED completed,6.99
"Lancaster County, NE","Some college credit, but not a degree",6.06
"Lancaster County, NE","Associate degree (AA, AS)",5.88
"Lancaster County, NE","Bachelor's degree (BA, AB, BS)",4.06
"Lancaster County, NE","Master's degree (MA, MS)",4.2
"Unidentified Counties, NE",8th grade or less,5.77
"Unidentified Counties, NE",9th through 12th grade with no diploma,8.31
"Unidentified Counties, NE",High school graduate or GED completed,6.59
"Unidentified Counties, NE","Some college credit, but not a degree",5.27
"Unidentified Counties, NE","Associate degree (AA, AS)",4.74
"Unidentified Counties, NE","Bachelor's degree (BA, AB, BS)",3.52
"Unidentified Counties, NE","Master's degree (MA, MS)",3.67
"Unidentified Counties, NE","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5.16
"Clark County, NV",8th grade or less,4.21
"Clark County, NV",9th through 12th grade with no diploma,6.37
"Clark County, NV",High school graduate or GED completed,5.69
"Clark County, NV","Some college credit, but not a degree",4.93
"Clark County, NV","Associate degree (AA, AS)",3.67
"Clark County, NV","Bachelor's degree (BA, AB, BS)",4.02
"Clark County, NV","Master's degree (MA, MS)",2.97
"Clark County, NV",Unknown/Not on certificate,11.73
"Clark County, NV",Excluded,5.67
"Washoe County, NV",9th through 12th grade with no diploma,10.45
"Washoe County, NV",High school graduate or GED completed,6.26
"Washoe County, NV","Some college credit, but not a degree",4.7
"Washoe County, NV","Associate degree (AA, AS)",5.44
"Washoe County, NV","Bachelor's degree (BA, AB, BS)",2.29
"Washoe County, NV",Excluded,6.46
"Unidentified Counties, NV",9th through 12th grade with no diploma,8.74
"Unidentified Counties, NV",High school graduate or GED completed,5.87
"Unidentified Counties, NV","Some college credit, but not a degree",3.88
"Unidentified Counties, NV","Bachelor's degree (BA, AB, BS)",5.75
"Unidentified Counties, NV",Excluded,5.42
"Hillsborough County, NH",9th through 12th grade with no diploma,7.13
"Hillsborough County, NH",High school graduate or GED completed,3.99
"Hillsborough County, NH","Some college credit, but not a degree",3.9
"Hillsborough County, NH","Associate degree (AA, AS)",2.6
"Hillsborough County, NH","Bachelor's degree (BA, AB, BS)",2.92
"Hillsborough County, NH","Master's degree (MA, MS)",3.19
"Hillsborough County, NH",Unknown/Not on certificate,16.74
"Rockingham County, NH",High school graduate or GED completed,5.67
"Rockingham County, NH","Some college credit, but not a degree",4.21
"Rockingham County, NH","Associate degree (AA, AS)",5.27
"Rockingham County, NH","Bachelor's degree (BA, AB, BS)",1.96
"Rockingham County, NH",Unknown/Not on certificate,6.85
"Unidentified Counties, NH",9th through 12th grade with no diploma,8.33
"Unidentified Counties, NH",High school graduate or GED completed,5.33
"Unidentified Counties, NH","Some college credit, but not a degree",4.07
"Unidentified Counties, NH","Associate degree (AA, AS)",4.69
"Unidentified Counties, NH","Bachelor's degree (BA, AB, BS)",2.88
"Unidentified Counties, NH","Master's degree (MA, MS)",2.82
"Unidentified Counties, NH",Unknown/Not on certificate,26.89
"Atlantic County, NJ",Excluded,8.34
"Bergen County, NJ",Excluded,3.13
"Burlington County, NJ",Excluded,5.34
"Camden County, NJ",Excluded,8.13
"Essex County, NJ",Excluded,6.71
"Gloucester County, NJ",Excluded,4.84
"Hudson County, NJ",Excluded,3.71
"Mercer County, NJ",Excluded,7.52
"Middlesex County, NJ",Excluded,3.67
"Monmouth County, NJ",Excluded,3.45
"Morris County, NJ",Excluded,3.26
"Ocean County, NJ",Excluded,3.06
"Passaic County, NJ",Excluded,4
"Somerset County, NJ",Excluded,3.45
"Union County, NJ",Excluded,4.89
"Unidentified Counties, NJ",Excluded,5.93
"Bernalillo County, NM",8th grade or less,5.34
"Bernalillo County, NM",9th through 12th grade with no diploma,5.7
"Bernalillo County, NM",High school graduate or GED completed,7
"Bernalillo County, NM","Some college credit, but not a degree",5.16
"Bernalillo County, NM","Associate degree (AA, AS)",6.12
"Bernalillo County, NM","Bachelor's degree (BA, AB, BS)",2.55
"Bernalillo County, NM","Master's degree (MA, MS)",6.43
"Bernalillo County, NM",Unknown/Not on certificate,27.99
"Bernalillo County, NM",Excluded,6.34
"Unidentified Counties, NM",8th grade or less,4.75
"Unidentified Counties, NM",9th through 12th grade with no diploma,7.08
"Unidentified Counties, NM",High school graduate or GED completed,5.45
"Unidentified Counties, NM","Some college credit, but not a degree",5.63
"Unidentified Counties, NM","Associate degree (AA, AS)",4.12
"Unidentified Counties, NM","Bachelor's degree (BA, AB, BS)",4.28
"Unidentified Counties, NM","Master's degree (MA, MS)",3.58
"Unidentified Counties, NM",Unknown/Not on certificate,13.8
"Unidentified Counties, NM",Excluded,5.63
"Albany County, NY",9th through 12th grade with no diploma,8.79
"Albany County, NY",High school graduate or GED completed,11.28
"Albany County, NY","Some college credit, but not a degree",9.72
"Albany County, NY","Associate degree (AA, AS)",9.02
"Albany County, NY","Bachelor's degree (BA, AB, BS)",3.47
"Albany County, NY","Master's degree (MA, MS)",3.19
"Albany County, NY",Unknown/Not on certificate,39.89
"Bronx County, NY",8th grade or less,6.97
"Bronx County, NY",9th through 12th grade with no diploma,6.52
"Bronx County, NY",High school graduate or GED completed,5.68
"Bronx County, NY","Some college credit, but not a degree",4.52
"Bronx County, NY","Associate degree (AA, AS)",5.28
"Bronx County, NY","Bachelor's degree (BA, AB, BS)",4.21
"Bronx County, NY","Master's degree (MA, MS)",3.85
"Bronx County, NY",Unknown/Not on certificate,16.12
"Bronx County, NY",Excluded,6.14
"Dutchess County, NY",9th through 12th grade with no diploma,7.39
"Dutchess County, NY",High school graduate or GED completed,5.31
"Dutchess County, NY","Some college credit, but not a degree",5.59
"Dutchess County, NY","Bachelor's degree (BA, AB, BS)",4.05
"Dutchess County, NY","Master's degree (MA, MS)",3.55
"Dutchess County, NY",Unknown/Not on certificate,8.11
"Erie County, NY",8th grade or less,6.82
"Erie County, NY",9th through 12th grade with no diploma,12.37
"Erie County, NY",High school graduate or GED completed,10.5
"Erie County, NY","Some college credit, but not a degree",7.26
"Erie County, NY","Associate degree (AA, AS)",6.07
"Erie County, NY","Bachelor's degree (BA, AB, BS)",4.54
"Erie County, NY","Master's degree (MA, MS)",2.6
"Erie County, NY","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.86
"Erie County, NY",Unknown/Not on certificate,68.36
"Kings County, NY",8th grade or less,3.98
"Kings County, NY",9th through 12th grade with no diploma,5.48
"Kings County, NY",High school graduate or GED completed,4.88
"Kings County, NY","Some college credit, but not a degree",4.35
"Kings County, NY","Associate degree (AA, AS)",4.45
"Kings County, NY","Bachelor's degree (BA, AB, BS)",2.62
"Kings County, NY","Master's degree (MA, MS)",1.63
"Kings County, NY","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.21
"Kings County, NY",Unknown/Not on certificate,22.31
"Kings County, NY",Excluded,5.36
"Monroe County, NY",8th grade or less,9.26
"Monroe County, NY",9th through 12th grade with no diploma,12.98
"Monroe County, NY",High school graduate or GED completed,8.27
"Monroe County, NY","Some college credit, but not a degree",7.4
"Monroe County, NY","Associate degree (AA, AS)",6.07
"Monroe County, NY","Bachelor's degree (BA, AB, BS)",4.54
"Monroe County, NY","Master's degree (MA, MS)",3.63
"Monroe County, NY","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.88
"Monroe County, NY",Unknown/Not on certificate,31.37
"Nassau County, NY",8th grade or less,3.92
"Nassau County, NY",9th through 12th grade with no diploma,5.83
"Nassau County, NY",High school graduate or GED completed,7.28
"Nassau County, NY","Some college credit, but not a degree",4.88
"Nassau County, NY","Associate degree (AA, AS)",4.24
"Nassau County, NY","Bachelor's degree (BA, AB, BS)",2.9
"Nassau County, NY","Master's degree (MA, MS)",2.56
"Nassau County, NY","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.4
"Nassau County, NY",Unknown/Not on certificate,7.43
"New York County, NY",8th grade or less,6
"New York County, NY",9th through 12th grade with no diploma,5.37
"New York County, NY",High school graduate or GED completed,6.12
"New York County, NY","Some college credit, but not a degree",5.21
"New York County, NY","Associate degree (AA, AS)",5.03
"New York County, NY","Bachelor's degree (BA, AB, BS)",2.34
"New York County, NY","Master's degree (MA, MS)",1.67
"New York County, NY","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1.93
"New York County, NY",Unknown/Not on certificate,10.17
"New York County, NY",Excluded,4.17
"Onondaga County, NY",9th through 12th grade with no diploma,11.08
"Onondaga County, NY",High school graduate or GED completed,6.81
"Onondaga County, NY","Some college credit, but not a degree",7.1
"Onondaga County, NY","Associate degree (AA, AS)",5.52
"Onondaga County, NY","Bachelor's degree (BA, AB, BS)",4.2
"Onondaga County, NY","Master's degree (MA, MS)",3.73
"Orange County, NY",8th grade or less,7.46
"Orange County, NY",9th through 12th grade with no diploma,6.84
"Orange County, NY",High school graduate or GED completed,5.38
"Orange County, NY","Some college credit, but not a degree",6.65
"Orange County, NY","Associate degree (AA, AS)",5.33
"Orange County, NY","Bachelor's degree (BA, AB, BS)",4.56
"Orange County, NY","Master's degree (MA, MS)",2.91
"Orange County, NY",Unknown/Not on certificate,8.81
"Queens County, NY",8th grade or less,6.04
"Queens County, NY",9th through 12th grade with no diploma,5.07
"Queens County, NY",High school graduate or GED completed,4.29
"Queens County, NY","Some college credit, but not a degree",4.78
"Queens County, NY","Associate degree (AA, AS)",4.12
"Queens County, NY","Bachelor's degree (BA, AB, BS)",2.86
"Queens County, NY","Master's degree (MA, MS)",2.75
"Queens County, NY","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.2
"Queens County, NY",Unknown/Not on certificate,29.14
"Queens County, NY",Excluded,4.7
"Richmond County, NY",8th grade or less,7.11
"Richmond County, NY",9th through 12th grade with no diploma,6.98
"Richmond County, NY",High school graduate or GED completed,6.05
"Richmond County, NY","Some college credit, but not a degree",5.18
"Richmond County, NY","Associate degree (AA, AS)",3.54
"Richmond County, NY","Bachelor's degree (BA, AB, BS)",3.64
"Richmond County, NY",Excluded,3.49
"Rockland County, NY",8th grade or less,6.07
"Rockland County, NY",9th through 12th grade with no diploma,4.37
"Rockland County, NY",High school graduate or GED completed,4.05
"Rockland County, NY","Some college credit, but not a degree",4.31
"Rockland County, NY","Bachelor's degree (BA, AB, BS)",1.69
"Rockland County, NY","Master's degree (MA, MS)",1.95
"Rockland County, NY",Unknown/Not on certificate,7.76
"Suffolk County, NY",8th grade or less,3.16
"Suffolk County, NY",9th through 12th grade with no diploma,4.8
"Suffolk County, NY",High school graduate or GED completed,4.65
"Suffolk County, NY","Some college credit, but not a degree",3.83
"Suffolk County, NY","Associate degree (AA, AS)",1.92
"Suffolk County, NY","Bachelor's degree (BA, AB, BS)",2.57
"Suffolk County, NY","Master's degree (MA, MS)",2.03
"Suffolk County, NY",Unknown/Not on certificate,63.96
"Westchester County, NY",8th grade or less,4.46
"Westchester County, NY",9th through 12th grade with no diploma,6.11
"Westchester County, NY",High school graduate or GED completed,5.49
"Westchester County, NY","Some college credit, but not a degree",5.96
"Westchester County, NY","Associate degree (AA, AS)",5.75
"Westchester County, NY","Bachelor's degree (BA, AB, BS)",2.73
"Westchester County, NY","Master's degree (MA, MS)",2.12
"Westchester County, NY","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2.21
"Westchester County, NY",Unknown/Not on certificate,5.88
"Unidentified Counties, NY",8th grade or less,9
"Unidentified Counties, NY",9th through 12th grade with no diploma,9.49
"Unidentified Counties, NY",High school graduate or GED completed,6.86
"Unidentified Counties, NY","Some college credit, but not a degree",5.51
"Unidentified Counties, NY","Associate degree (AA, AS)",4.41
"Unidentified Counties, NY","Bachelor's degree (BA, AB, BS)",4.29
"Unidentified Counties, NY","Master's degree (MA, MS)",2.98
"Unidentified Counties, NY","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.88
"Unidentified Counties, NY",Unknown/Not on certificate,24.37
"Cumberland County, NC",9th through 12th grade with no diploma,14.88
"Cumberland County, NC",High school graduate or GED completed,10.82
"Cumberland County, NC","Some college credit, but not a degree",8.91
"Cumberland County, NC","Associate degree (AA, AS)",12.54
"Cumberland County, NC","Bachelor's degree (BA, AB, BS)",6.37
"Cumberland County, NC","Master's degree (MA, MS)",7.4
"Cumberland County, NC",Excluded,9.36
"Durham County, NC",9th through 12th grade with no diploma,9.5
"Durham County, NC",High school graduate or GED completed,9.36
"Durham County, NC","Some college credit, but not a degree",9.69
"Durham County, NC","Bachelor's degree (BA, AB, BS)",4.35
"Durham County, NC","Master's degree (MA, MS)",5.98
"Forsyth County, NC",8th grade or less,13.57
"Forsyth County, NC",9th through 12th grade with no diploma,10.46
"Forsyth County, NC",High school graduate or GED completed,10.8
"Forsyth County, NC","Some college credit, but not a degree",9.97
"Forsyth County, NC","Bachelor's degree (BA, AB, BS)",4.95
"Forsyth County, NC",Excluded,10.07
"Guilford County, NC",9th through 12th grade with no diploma,8.72
"Guilford County, NC",High school graduate or GED completed,10.51
"Guilford County, NC","Some college credit, but not a degree",9.7
"Guilford County, NC","Associate degree (AA, AS)",8.09
"Guilford County, NC","Bachelor's degree (BA, AB, BS)",5.89
"Guilford County, NC","Master's degree (MA, MS)",5.91
"Guilford County, NC",Excluded,9.42
"Mecklenburg County, NC",8th grade or less,7.52
"Mecklenburg County, NC",9th through 12th grade with no diploma,7.23
"Mecklenburg County, NC",High school graduate or GED completed,8.56
"Mecklenburg County, NC","Some college credit, but not a degree",7.45
"Mecklenburg County, NC","Associate degree (AA, AS)",4.48
"Mecklenburg County, NC","Bachelor's degree (BA, AB, BS)",4.15
"Mecklenburg County, NC","Master's degree (MA, MS)",5.26
"Mecklenburg County, NC",Excluded,6.13
"Wake County, NC",8th grade or less,6.23
"Wake County, NC",9th through 12th grade with no diploma,9.72
"Wake County, NC",High school graduate or GED completed,7.57
"Wake County, NC","Some college credit, but not a degree",7.66
"Wake County, NC","Associate degree (AA, AS)",4.94
"Wake County, NC","Bachelor's degree (BA, AB, BS)",3.85
"Wake County, NC","Master's degree (MA, MS)",3.39
"Wake County, NC","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",4.27
"Wake County, NC",Excluded,6.8
"Unidentified Counties, NC",8th grade or less,6.43
"Unidentified Counties, NC",9th through 12th grade with no diploma,10.75
"Unidentified Counties, NC",High school graduate or GED completed,8.86
"Unidentified Counties, NC","Some college credit, but not a degree",7.26
"Unidentified Counties, NC","Associate degree (AA, AS)",5.43
"Unidentified Counties, NC","Bachelor's degree (BA, AB, BS)",4.29
"Unidentified Counties, NC","Master's degree (MA, MS)",5.09
"Unidentified Counties, NC","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",5.16
"Unidentified Counties, NC",Unknown/Not on certificate,30.3
"Unidentified Counties, NC",Excluded,7.91
"Unidentified Counties, ND",9th through 12th grade with no diploma,11.99
"Unidentified Counties, ND",High school graduate or GED completed,7.29
"Unidentified Counties, ND","Some college credit, but not a degree",5.44
"Unidentified Counties, ND","Associate degree (AA, AS)",5.53
"Unidentified Counties, ND","Bachelor's degree (BA, AB, BS)",4.81
"Unidentified Counties, ND","Master's degree (MA, MS)",3.76
"Unidentified Counties, ND","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",4.47
"Unidentified Counties, ND",Unknown/Not on certificate,24.12
"Butler County, OH",8th grade or less,7.72
"Butler County, OH",9th through 12th grade with no diploma,11.28
"Butler County, OH",High school graduate or GED completed,8.67
"Butler County, OH","Some college credit, but not a degree",7.04
"Butler County, OH","Associate degree (AA, AS)",7.07
"Butler County, OH","Bachelor's degree (BA, AB, BS)",4.17
"Butler County, OH","Master's degree (MA, MS)",4.02
"Butler County, OH",Unknown/Not on certificate,50.85
"Cuyahoga County, OH",8th grade or less,8.16
"Cuyahoga County, OH",9th through 12th grade with no diploma,14.27
"Cuyahoga County, OH",High school graduate or GED completed,11.01
"Cuyahoga County, OH","Some college credit, but not a degree",9.48
"Cuyahoga County, OH","Associate degree (AA, AS)",6.8
"Cuyahoga County, OH","Bachelor's degree (BA, AB, BS)",4.16
"Cuyahoga County, OH","Master's degree (MA, MS)",3.92
"Cuyahoga County, OH","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",4.04
"Cuyahoga County, OH",Unknown/Not on certificate,69.81
"Franklin County, OH",8th grade or less,7.71
"Franklin County, OH",9th through 12th grade with no diploma,12.11
"Franklin County, OH",High school graduate or GED completed,10.1
"Franklin County, OH","Some college credit, but not a degree",8.42
"Franklin County, OH","Associate degree (AA, AS)",8.54
"Franklin County, OH","Bachelor's degree (BA, AB, BS)",4.7
"Franklin County, OH","Master's degree (MA, MS)",5.45
"Franklin County, OH","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.7
"Franklin County, OH",Unknown/Not on certificate,26.55
"Hamilton County, OH",8th grade or less,6.7
"Hamilton County, OH",9th through 12th grade with no diploma,15.17
"Hamilton County, OH",High school graduate or GED completed,11.82
"Hamilton County, OH","Some college credit, but not a degree",10.46
"Hamilton County, OH","Associate degree (AA, AS)",8.91
"Hamilton County, OH","Bachelor's degree (BA, AB, BS)",4.56
"Hamilton County, OH","Master's degree (MA, MS)",4.93
"Hamilton County, OH","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.84
"Hamilton County, OH",Unknown/Not on certificate,44.68
"Lorain County, OH",9th through 12th grade with no diploma,8.35
"Lorain County, OH",High school graduate or GED completed,9.39
"Lorain County, OH","Some college credit, but not a degree",6.31
"Lorain County, OH","Associate degree (AA, AS)",5.09
"Lorain County, OH","Bachelor's degree (BA, AB, BS)",2.9
"Lucas County, OH",9th through 12th grade with no diploma,10.63
"Lucas County, OH",High school graduate or GED completed,7.89
"Lucas County, OH","Some college credit, but not a degree",8.49
"Lucas County, OH","Associate degree (AA, AS)",5.61
"Lucas County, OH","Bachelor's degree (BA, AB, BS)",3.59
"Lucas County, OH","Master's degree (MA, MS)",4.27
"Mahoning County, OH",9th through 12th grade with no diploma,16.73
"Mahoning County, OH",High school graduate or GED completed,9.17
"Mahoning County, OH","Some college credit, but not a degree",10.8
"Mahoning County, OH","Bachelor's degree (BA, AB, BS)",3.93
"Montgomery County, OH",9th through 12th grade with no diploma,12.16
"Montgomery County, OH",High school graduate or GED completed,9.37
"Montgomery County, OH","Some college credit, but not a degree",7.92
"Montgomery County, OH","Associate degree (AA, AS)",4.47
"Montgomery County, OH","Bachelor's degree (BA, AB, BS)",4.35
"Montgomery County, OH","Master's degree (MA, MS)",5.53
"Stark County, OH",9th through 12th grade with no diploma,12.19
"Stark County, OH",High school graduate or GED completed,9.15
"Stark County, OH","Some college credit, but not a degree",7.88
"Stark County, OH","Associate degree (AA, AS)",6.4
"Stark County, OH","Bachelor's degree (BA, AB, BS)",5.37
"Stark County, OH","Master's degree (MA, MS)",3.46
"Summit County, OH",9th through 12th grade with no diploma,12.22
"Summit County, OH",High school graduate or GED completed,6.87
"Summit County, OH","Some college credit, but not a degree",7.9
"Summit County, OH","Associate degree (AA, AS)",6.76
"Summit County, OH","Bachelor's degree (BA, AB, BS)",4.54
"Summit County, OH","Master's degree (MA, MS)",5.19
"Summit County, OH",Unknown/Not on certificate,34.15
"Unidentified Counties, OH",8th grade or less,7.57
"Unidentified Counties, OH",9th through 12th grade with no diploma,10.6
"Unidentified Counties, OH",High school graduate or GED completed,7.48
"Unidentified Counties, OH","Some college credit, but not a degree",6.15
"Unidentified Counties, OH","Associate degree (AA, AS)",5.65
"Unidentified Counties, OH","Bachelor's degree (BA, AB, BS)",3.67
"Unidentified Counties, OH","Master's degree (MA, MS)",3.67
"Unidentified Counties, OH","Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3.85
"Unidentified Counties, OH",Unknown/Not on certificate,10.95
"Cleveland County, OK",High school graduate or GED completed,5.8
"Cleveland County, OK","Some college credit, but not a degree",5.45
"Oklahoma County, OK",8th grade or less,6.18
"Oklahoma County, OK",9th through 12th grade with no diploma,9.36
"Oklahoma County, OK",High school graduate or GED completed,9.85
"Oklahoma County, OK","Some college credit, but not a degree",6.99
"Oklahoma County, OK","Associate degree (AA, AS)",5.4
"Oklahoma County, OK","Bachelor's degree (BA, AB, BS)",3.75
"Oklahoma County, OK","Master's degree (MA, MS)",5.39
"Oklahoma County, OK",Unknown/Not on certificate,103.17
"Oklahoma County, OK",Excluded,8.03
"Tulsa County, OK",8th grade or less,5.04
"Tulsa County, OK",9th through 12th grade with no diploma,9.84
"Tulsa County, OK",High school graduate or GED completed,11.07
"Tulsa County, OK","Some college credit, but not a degree",8.28
"Tulsa County, OK","Associate degree (AA, AS)",5.08
"Tulsa County, OK","Bachelor's degree (BA, AB, BS)",3.34
"Tulsa County, OK","Master's degree (MA, MS)",3.67
"Tulsa County, OK",Unknown/Not on certificate,88.44
"Tulsa County, OK",Excluded,7.69
"Unidentified Counties, OK",8th grade or less,9.38
"Unidentified Counties, OK",9th through 12th grade with no diploma,10.83
"Unidentified Counties, OK",High school graduate or GED completed,8.2
"Unidentified Counties, OK","Some college credit, but not a degree",6.78
"Unidentified Counties, OK","Associate degree (AA, AS)",4.59
"Unidentified Counties, OK","Bachelor's degree (BA, AB, BS)",3.76
"Unidentified Counties, OK","Master's degree (MA, MS)",5.45
"Unidentified Counties, OK",Unknown/Not on certificate,15.02
"Unidentified Counties, OK",Excluded,7.66
